RTO,OBV Fair Value,OBV good value,OBV verygood value,OBV Excellent Value,Health Score,URL
,,,,,,
MH 04,"₹6,32,036 - ₹6,71,131
 Price range for this vehicle in Fair condition","₹6,48,243 - ₹6,88,340
 Price range for this vehicle in Good condition","₹6,64,449 - ₹7,05,549
 Price range for this vehicle in Very Good condition","₹6,80,655 - ₹7,22,758
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 12,"₹2,28,195 - ₹2,42,311
 Price range for this vehicle in Fair condition","₹2,34,046 - ₹2,48,523
 Price range for this vehicle in Good condition","₹2,39,897 - ₹2,54,736
 Price range for this vehicle in Very Good condition","₹2,45,748 - ₹2,60,950
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 46,"₹5,83,118 - ₹6,19,187
 Price range for this vehicle in Fair condition","₹5,98,070 - ₹6,35,064
 Price range for this vehicle in Good condition","₹6,13,021 - ₹6,50,940
 Price range for this vehicle in Very Good condition","₹6,27,973 - ₹6,66,817
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹3,81,962 - ₹4,05,589
 Price range for this vehicle in Fair condition","₹3,91,757 - ₹4,15,989
 Price range for this vehicle in Good condition","₹4,01,550 - ₹4,26,388
 Price range for this vehicle in Very Good condition","₹4,11,344 - ₹4,36,788
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 01,"₹3,54,176 - ₹3,76,084
 Price range for this vehicle in Fair condition","₹3,63,258 - ₹3,85,727
 Price range for this vehicle in Good condition","₹3,72,339 - ₹3,95,370
 Price range for this vehicle in Very Good condition","₹3,81,421 - ₹4,05,014
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 01,"₹4,53,269 - ₹4,81,307
 Price range for this vehicle in Fair condition","₹4,64,892 - ₹4,93,648
 Price range for this vehicle in Good condition","₹4,76,513 - ₹5,05,988
 Price range for this vehicle in Very Good condition","₹4,88,136 - ₹5,18,329
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 46,"₹6,70,798 - ₹7,12,290
 Price range for this vehicle in Fair condition","₹6,87,998 - ₹7,30,555
 Price range for this vehicle in Good condition","₹7,05,197 - ₹7,48,818
 Price range for this vehicle in Very Good condition","₹7,22,397 - ₹7,67,082
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 12,"₹7,58,354 - ₹8,05,262
 Price range for this vehicle in Fair condition","₹7,77,798 - ₹8,25,909
 Price range for this vehicle in Good condition","₹7,97,243 - ₹8,46,557
 Price range for this vehicle in Very Good condition","₹8,16,688 - ₹8,67,205
 Price range for this vehicle in Excellent condition","3.6



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 01,"₹2,87,470 - ₹3,05,252
 Price range for this vehicle in Fair condition","₹2,94,842 - ₹3,13,080
 Price range for this vehicle in Good condition","₹3,02,213 - ₹3,20,906
 Price range for this vehicle in Very Good condition","₹3,09,584 - ₹3,28,733
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹4,17,713 - ₹4,43,551
 Price range for this vehicle in Fair condition","₹4,28,423 - ₹4,54,924
 Price range for this vehicle in Good condition","₹4,39,134 - ₹4,66,297
 Price range for this vehicle in Very Good condition","₹4,49,845 - ₹4,77,670
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 05,"₹4,92,812 - ₹5,23,295
 Price range for this vehicle in Fair condition","₹5,05,448 - ₹5,36,713
 Price range for this vehicle in Good condition","₹5,18,084 - ₹5,50,131
 Price range for this vehicle in Very Good condition","₹5,30,721 - ₹5,63,549
 Price range for this vehicle in Excellent condition","3.4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹1,52,952 - ₹1,62,413
 Price range for this vehicle in Fair condition","₹1,56,874 - ₹1,66,577
 Price range for this vehicle in Good condition","₹1,60,795 - ₹1,70,742
 Price range for this vehicle in Very Good condition","₹1,64,718 - ₹1,74,907
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 48,"₹3,89,878 - ₹4,13,995
 Price range for this vehicle in Fair condition","₹3,99,875 - ₹4,24,610
 Price range for this vehicle in Good condition","₹4,09,872 - ₹4,35,225
 Price range for this vehicle in Very Good condition","₹4,19,869 - ₹4,45,840
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 01,"₹6,75,716 - ₹7,17,513
 Price range for this vehicle in Fair condition","₹6,93,042 - ₹7,35,911
 Price range for this vehicle in Good condition","₹7,10,368 - ₹7,54,309
 Price range for this vehicle in Very Good condition","₹7,27,694 - ₹7,72,706
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹3,54,683 - ₹3,76,622
 Price range for this vehicle in Fair condition","₹3,63,777 - ₹3,86,278
 Price range for this vehicle in Good condition","₹3,72,871 - ₹3,95,936
 Price range for this vehicle in Very Good condition","₹3,81,965 - ₹4,05,593
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 04,"₹5,32,040 - ₹5,64,950
 Price range for this vehicle in Fair condition","₹5,45,683 - ₹5,79,436
 Price range for this vehicle in Good condition","₹5,59,325 - ₹5,93,922
 Price range for this vehicle in Very Good condition","₹5,72,967 - ₹6,08,408
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 46,"₹3,07,459 - ₹3,26,477
 Price range for this vehicle in Fair condition","₹3,15,342 - ₹3,34,848
 Price range for this vehicle in Good condition","₹3,23,226 - ₹3,43,219
 Price range for this vehicle in Very Good condition","₹3,31,109 - ₹3,51,590
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 43,"₹3,03,344 - ₹3,22,108
 Price range for this vehicle in Fair condition","₹3,11,122 - ₹3,30,367
 Price range for this vehicle in Good condition","₹3,18,900 - ₹3,38,626
 Price range for this vehicle in Very Good condition","₹3,26,678 - ₹3,46,885
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹6,07,410 - ₹6,44,982
 Price range for this vehicle in Fair condition","₹6,22,984 - ₹6,61,520
 Price range for this vehicle in Good condition","₹6,38,559 - ₹6,78,057
 Price range for this vehicle in Very Good condition","₹6,54,133 - ₹6,94,596
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 05,"₹4,62,904 - ₹4,91,537
 Price range for this vehicle in Fair condition","₹4,74,773 - ₹5,04,140
 Price range for this vehicle in Good condition","₹4,86,643 - ₹5,16,744
 Price range for this vehicle in Very Good condition","₹4,98,512 - ₹5,29,347
 Price range for this vehicle in Excellent condition","3.6



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 12,"₹1,86,575 - ₹1,98,115
 Price range for this vehicle in Fair condition","₹1,91,359 - ₹2,03,196
 Price range for this vehicle in Good condition","₹1,96,142 - ₹2,08,275
 Price range for this vehicle in Very Good condition","₹2,00,927 - ₹2,13,355
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 01,"₹2,28,291 - ₹2,42,412
 Price range for this vehicle in Fair condition","₹2,34,145 - ₹2,48,628
 Price range for this vehicle in Good condition","₹2,39,999 - ₹2,54,844
 Price range for this vehicle in Very Good condition","₹2,45,852 - ₹2,61,059
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 47,"₹10,36,998 - ₹11,01,142
 Price range for this vehicle in Fair condition","₹10,63,588 - ₹11,29,377
 Price range for this vehicle in Good condition","₹10,90,178 - ₹11,57,611
 Price range for this vehicle in Very Good condition","₹11,16,767 - ₹11,85,846
 Price range for this vehicle in Excellent condition","3.6



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹4,28,070 - ₹4,54,547
 Price range for this vehicle in Fair condition","₹4,39,045 - ₹4,66,203
 Price range for this vehicle in Good condition","₹4,50,022 - ₹4,77,857
 Price range for this vehicle in Very Good condition","₹4,60,998 - ₹4,89,513
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹5,64,033 - ₹5,98,921
 Price range for this vehicle in Fair condition","₹5,78,495 - ₹6,14,278
 Price range for this vehicle in Good condition","₹5,92,957 - ₹6,29,635
 Price range for this vehicle in Very Good condition","₹6,07,420 - ₹6,44,992
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 01,"₹11,92,719 - ₹12,66,496
 Price range for this vehicle in Fair condition","₹12,23,302 - ₹12,98,970
 Price range for this vehicle in Good condition","₹12,53,884 - ₹13,31,444
 Price range for this vehicle in Very Good condition","₹12,84,467 - ₹13,63,918
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 04,"₹4,47,979 - ₹4,75,689
 Price range for this vehicle in Fair condition","₹4,59,465 - ₹4,87,885
 Price range for this vehicle in Good condition","₹4,70,952 - ₹5,00,083
 Price range for this vehicle in Very Good condition","₹4,82,438 - ₹5,12,280
 Price range for this vehicle in Excellent condition","3.6



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 46,"₹4,35,714 - ₹4,62,666
 Price range for this vehicle in Fair condition","₹4,46,887 - ₹4,74,529
 Price range for this vehicle in Good condition","₹4,58,059 - ₹4,86,392
 Price range for this vehicle in Very Good condition","₹4,69,231 - ₹4,98,255
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 01,"₹4,80,580 - ₹5,10,307
 Price range for this vehicle in Fair condition","₹4,92,903 - ₹5,23,392
 Price range for this vehicle in Good condition","₹5,05,225 - ₹5,36,477
 Price range for this vehicle in Very Good condition","₹5,17,548 - ₹5,49,561
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 01,"₹3,21,540 - ₹3,41,429
 Price range for this vehicle in Fair condition","₹3,29,785 - ₹3,50,184
 Price range for this vehicle in Good condition","₹3,38,029 - ₹3,58,938
 Price range for this vehicle in Very Good condition","₹3,46,274 - ₹3,67,692
 Price range for this vehicle in Excellent condition","6



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 01,"₹2,08,671 - ₹2,21,578
 Price range for this vehicle in Fair condition","₹2,14,022 - ₹2,27,260
 Price range for this vehicle in Good condition","₹2,19,372 - ₹2,32,941
 Price range for this vehicle in Very Good condition","₹2,24,722 - ₹2,38,623
 Price range for this vehicle in Excellent condition","6



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
RJ 05,"₹5,18,506 - ₹5,50,578
 Price range for this vehicle in Fair condition","₹5,31,801 - ₹5,64,696
 Price range for this vehicle in Good condition","₹5,45,096 - ₹5,78,814
 Price range for this vehicle in Very Good condition","₹5,58,391 - ₹5,92,931
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 01,"₹5,14,490 - ₹5,46,313
 Price range for this vehicle in Fair condition","₹5,27,681 - ₹5,60,321
 Price range for this vehicle in Good condition","₹5,40,874 - ₹5,74,330
 Price range for this vehicle in Very Good condition","₹5,54,065 - ₹5,88,338
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 01,"₹5,29,993 - ₹5,62,776
 Price range for this vehicle in Fair condition","₹5,43,583 - ₹5,77,207
 Price range for this vehicle in Good condition","₹5,57,172 - ₹5,91,637
 Price range for this vehicle in Very Good condition","₹5,70,762 - ₹6,06,067
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 01,"₹17,52,558 - ₹18,60,964
 Price range for this vehicle in Fair condition","₹17,97,495 - ₹19,08,680
 Price range for this vehicle in Good condition","₹18,42,433 - ₹19,56,398
 Price range for this vehicle in Very Good condition","₹18,87,370 - ₹20,04,115
 Price range for this vehicle in Excellent condition","3.2



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 46,"₹1,87,262 - ₹1,98,846
 Price range for this vehicle in Fair condition","₹1,92,064 - ₹2,03,944
 Price range for this vehicle in Good condition","₹1,96,865 - ₹2,09,043
 Price range for this vehicle in Very Good condition","₹2,01,667 - ₹2,14,141
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
UP 32,"₹5,60,601 - ₹5,95,278
 Price range for this vehicle in Fair condition","₹5,74,976 - ₹6,10,541
 Price range for this vehicle in Good condition","₹5,89,350 - ₹6,25,805
 Price range for this vehicle in Very Good condition","₹6,03,725 - ₹6,41,068
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
DL 8C,"₹5,75,174 - ₹6,10,752
 Price range for this vehicle in Fair condition","₹5,89,922 - ₹6,26,413
 Price range for this vehicle in Good condition","₹6,04,671 - ₹6,42,072
 Price range for this vehicle in Very Good condition","₹6,19,418 - ₹6,57,732
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹6,04,924 - ₹6,42,342
 Price range for this vehicle in Fair condition","₹6,20,435 - ₹6,58,812
 Price range for this vehicle in Good condition","₹6,35,946 - ₹6,75,283
 Price range for this vehicle in Very Good condition","₹6,51,457 - ₹6,91,753
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹2,27,524 - ₹2,41,597
 Price range for this vehicle in Fair condition","₹2,33,358 - ₹2,47,793
 Price range for this vehicle in Good condition","₹2,39,192 - ₹2,53,987
 Price range for this vehicle in Very Good condition","₹2,45,026 - ₹2,60,182
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹4,52,578 - ₹4,80,573
 Price range for this vehicle in Fair condition","₹4,64,183 - ₹4,92,895
 Price range for this vehicle in Good condition","₹4,75,788 - ₹5,05,218
 Price range for this vehicle in Very Good condition","₹4,87,392 - ₹5,17,540
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹9,06,151 - ₹9,62,202
 Price range for this vehicle in Fair condition","₹9,29,386 - ₹9,86,874
 Price range for this vehicle in Good condition","₹9,52,621 - ₹10,11,546
 Price range for this vehicle in Very Good condition","₹9,75,855 - ₹10,36,217
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 05,"₹3,13,807 - ₹3,33,217
 Price range for this vehicle in Fair condition","₹3,21,853 - ₹3,41,761
 Price range for this vehicle in Good condition","₹3,29,899 - ₹3,50,305
 Price range for this vehicle in Very Good condition","₹3,37,946 - ₹3,58,849
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹4,54,220 - ₹4,82,316
 Price range for this vehicle in Fair condition","₹4,65,866 - ₹4,94,682
 Price range for this vehicle in Good condition","₹4,77,513 - ₹5,07,050
 Price range for this vehicle in Very Good condition","₹4,89,160 - ₹5,19,417
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 14,"₹9,10,989 - ₹9,67,339
 Price range for this vehicle in Fair condition","₹9,34,347 - ₹9,92,142
 Price range for this vehicle in Good condition","₹9,57,706 - ₹10,16,946
 Price range for this vehicle in Very Good condition","₹9,81,065 - ₹10,41,749
 Price range for this vehicle in Excellent condition","3.6



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 43,"₹1,82,140 - ₹1,93,407
 Price range for this vehicle in Fair condition","₹1,86,811 - ₹1,98,366
 Price range for this vehicle in Good condition","₹1,91,481 - ₹2,03,325
 Price range for this vehicle in Very Good condition","₹1,96,151 - ₹2,08,284
 Price range for this vehicle in Excellent condition","6



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹1,26,059 - ₹1,33,857
 Price range for this vehicle in Fair condition","₹1,29,292 - ₹1,37,289
 Price range for this vehicle in Good condition","₹1,32,524 - ₹1,40,721
 Price range for this vehicle in Very Good condition","₹1,35,756 - ₹1,44,154
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 14,"₹5,46,322 - ₹5,80,115
 Price range for this vehicle in Fair condition","₹5,60,330 - ₹5,94,990
 Price range for this vehicle in Good condition","₹5,74,339 - ₹6,09,865
 Price range for this vehicle in Very Good condition","₹5,88,347 - ₹6,24,739
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹3,86,274 - ₹4,10,168
 Price range for this vehicle in Fair condition","₹3,96,179 - ₹4,20,685
 Price range for this vehicle in Good condition","₹4,06,083 - ₹4,31,202
 Price range for this vehicle in Very Good condition","₹4,15,987 - ₹4,41,719
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹4,29,345 - ₹4,55,902
 Price range for this vehicle in Fair condition","₹4,40,354 - ₹4,67,592
 Price range for this vehicle in Good condition","₹4,51,363 - ₹4,79,282
 Price range for this vehicle in Very Good condition","₹4,62,371 - ₹4,90,972
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹4,47,318 - ₹4,74,987
 Price range for this vehicle in Fair condition","₹4,58,788 - ₹4,87,166
 Price range for this vehicle in Good condition","₹4,70,258 - ₹4,99,346
 Price range for this vehicle in Very Good condition","₹4,81,728 - ₹5,11,525
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 03,"₹6,00,885 - ₹6,38,053
 Price range for this vehicle in Fair condition","₹6,16,293 - ₹6,54,414
 Price range for this vehicle in Good condition","₹6,31,700 - ₹6,70,774
 Price range for this vehicle in Very Good condition","₹6,47,107 - ₹6,87,134
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 01,"₹8,68,751 - ₹9,22,488
 Price range for this vehicle in Fair condition","₹8,91,027 - ₹9,46,142
 Price range for this vehicle in Good condition","₹9,13,302 - ₹9,69,795
 Price range for this vehicle in Very Good condition","₹9,35,578 - ₹9,93,449
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 04,"₹1,28,798 - ₹1,36,765
 Price range for this vehicle in Fair condition","₹1,32,101 - ₹1,40,272
 Price range for this vehicle in Good condition","₹1,35,403 - ₹1,43,779
 Price range for this vehicle in Very Good condition","₹1,38,705 - ₹1,47,285
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹5,05,780 - ₹5,37,065
 Price range for this vehicle in Fair condition","₹5,18,748 - ₹5,50,836
 Price range for this vehicle in Good condition","₹5,31,717 - ₹5,64,607
 Price range for this vehicle in Very Good condition","₹5,44,686 - ₹5,78,378
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 43,"₹6,17,926 - ₹6,56,149
 Price range for this vehicle in Fair condition","₹6,33,771 - ₹6,72,973
 Price range for this vehicle in Good condition","₹6,49,615 - ₹6,89,798
 Price range for this vehicle in Very Good condition","₹6,65,459 - ₹7,06,622
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 04,"₹1,47,276 - ₹1,56,386
 Price range for this vehicle in Fair condition","₹1,51,053 - ₹1,60,396
 Price range for this vehicle in Good condition","₹1,54,829 - ₹1,64,406
 Price range for this vehicle in Very Good condition","₹1,58,605 - ₹1,68,416
 Price range for this vehicle in Excellent condition","6



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 03,"₹5,15,611 - ₹5,47,505
 Price range for this vehicle in Fair condition","₹5,28,832 - ₹5,61,543
 Price range for this vehicle in Good condition","₹5,42,053 - ₹5,75,582
 Price range for this vehicle in Very Good condition","₹5,55,273 - ₹5,89,620
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹1,95,045 - ₹2,07,109
 Price range for this vehicle in Fair condition","₹2,00,046 - ₹2,12,420
 Price range for this vehicle in Good condition","₹2,05,047 - ₹2,17,730
 Price range for this vehicle in Very Good condition","₹2,10,048 - ₹2,23,041
 Price range for this vehicle in Excellent condition","6



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹3,72,847 - ₹3,95,910
 Price range for this vehicle in Fair condition","₹3,82,407 - ₹4,06,061
 Price range for this vehicle in Good condition","₹3,91,967 - ₹4,16,213
 Price range for this vehicle in Very Good condition","₹4,01,528 - ₹4,26,364
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 46,"₹4,26,449 - ₹4,52,827
 Price range for this vehicle in Fair condition","₹4,37,383 - ₹4,64,438
 Price range for this vehicle in Good condition","₹4,48,317 - ₹4,76,048
 Price range for this vehicle in Very Good condition","₹4,59,252 - ₹4,87,659
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 01,"₹4,46,783 - ₹4,74,419
 Price range for this vehicle in Fair condition","₹4,58,239 - ₹4,86,583
 Price range for this vehicle in Good condition","₹4,69,695 - ₹4,98,748
 Price range for this vehicle in Very Good condition","₹4,81,151 - ₹5,10,913
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
