RTO,OBV Fair Value,OBV good value,OBV verygood value,OBV Excellent Value,Health Score,URL
MH 46,"₹22,45,191 - ₹23,84,069
 Price range for this vehicle in Fair condition","₹23,02,761 - ₹24,45,199
 Price range for this vehicle in Good condition","₹23,60,329 - ₹25,06,329
 Price range for this vehicle in Very Good condition","₹24,17,898 - ₹25,67,459
 Price range for this vehicle in Excellent condition","3.6



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 04,"₹2,29,675 - ₹2,43,882
 Price range for this vehicle in Fair condition","₹2,35,564 - ₹2,50,135
 Price range for this vehicle in Good condition","₹2,41,453 - ₹2,56,388
 Price range for this vehicle in Very Good condition","₹2,47,342 - ₹2,62,642
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 03,"₹26,812 - ₹28,470
 Price range for this vehicle in Fair condition","₹27,500 - ₹29,201
 Price range for this vehicle in Good condition","₹28,187 - ₹29,931
 Price range for this vehicle in Very Good condition","₹28,874 - ₹30,661
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 04,"₹3,28,240 - ₹3,48,544
 Price range for this vehicle in Fair condition","₹3,36,657 - ₹3,57,481
 Price range for this vehicle in Good condition","₹3,45,074 - ₹3,66,418
 Price range for this vehicle in Very Good condition","₹3,53,490 - ₹3,75,355
 Price range for this vehicle in Excellent condition","7.1



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 14,"₹2,10,530 - ₹2,23,553
 Price range for this vehicle in Fair condition","₹2,15,929 - ₹2,29,285
 Price range for this vehicle in Good condition","₹2,21,327 - ₹2,35,017
 Price range for this vehicle in Very Good condition","₹2,26,725 - ₹2,40,749
 Price range for this vehicle in Excellent condition","5



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 04,"₹2,06,187 - ₹2,18,940
 Price range for this vehicle in Fair condition","₹2,11,473 - ₹2,24,554
 Price range for this vehicle in Good condition","₹2,16,760 - ₹2,30,168
 Price range for this vehicle in Very Good condition","₹2,22,047 - ₹2,35,782
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 03,"₹4,88,087 - ₹5,18,277
 Price range for this vehicle in Fair condition","₹5,00,601 - ₹5,31,566
 Price range for this vehicle in Good condition","₹5,13,117 - ₹5,44,856
 Price range for this vehicle in Very Good condition","₹5,25,632 - ₹5,58,145
 Price range for this vehicle in Excellent condition","3.4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹3,29,155 - ₹3,49,516
 Price range for this vehicle in Fair condition","₹3,37,595 - ₹3,58,477
 Price range for this vehicle in Good condition","₹3,46,035 - ₹3,67,440
 Price range for this vehicle in Very Good condition","₹3,54,475 - ₹3,76,401
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 04,"₹4,21,280 - ₹4,47,339
 Price range for this vehicle in Fair condition","₹4,32,082 - ₹4,58,809
 Price range for this vehicle in Good condition","₹4,42,884 - ₹4,70,279
 Price range for this vehicle in Very Good condition","₹4,53,686 - ₹4,81,750
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 01,"₹2,56,627 - ₹2,72,500
 Price range for this vehicle in Fair condition","₹2,63,206 - ₹2,79,487
 Price range for this vehicle in Good condition","₹2,69,787 - ₹2,86,475
 Price range for this vehicle in Very Good condition","₹2,76,366 - ₹2,93,462
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹6,08,422 - ₹6,46,057
 Price range for this vehicle in Fair condition","₹6,24,023 - ₹6,62,622
 Price range for this vehicle in Good condition","₹6,39,624 - ₹6,79,188
 Price range for this vehicle in Very Good condition","₹6,55,224 - ₹6,95,754
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 05,"₹5,21,807 - ₹5,54,083
 Price range for this vehicle in Fair condition","₹5,35,186 - ₹5,68,291
 Price range for this vehicle in Good condition","₹5,48,566 - ₹5,82,498
 Price range for this vehicle in Very Good condition","₹5,61,945 - ₹5,96,705
 Price range for this vehicle in Excellent condition","3.6



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
HR 51,"₹15,34,360 - ₹16,29,269
 Price range for this vehicle in Fair condition","₹15,73,702 - ₹16,71,044
 Price range for this vehicle in Good condition","₹16,13,045 - ₹17,12,821
 Price range for this vehicle in Very Good condition","₹16,52,388 - ₹17,54,597
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 01,"₹6,73,016 - ₹7,14,646
 Price range for this vehicle in Fair condition","₹6,90,273 - ₹7,32,970
 Price range for this vehicle in Good condition","₹7,07,530 - ₹7,51,295
 Price range for this vehicle in Very Good condition","₹7,24,787 - ₹7,69,619
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 01,"₹3,77,877 - ₹4,01,251
 Price range for this vehicle in Fair condition","₹3,87,566 - ₹4,11,539
 Price range for this vehicle in Good condition","₹3,97,255 - ₹4,21,828
 Price range for this vehicle in Very Good condition","₹4,06,945 - ₹4,32,116
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹2,39,196 - ₹2,53,992
 Price range for this vehicle in Fair condition","₹2,45,330 - ₹2,60,505
 Price range for this vehicle in Good condition","₹2,51,463 - ₹2,67,017
 Price range for this vehicle in Very Good condition","₹2,57,596 - ₹2,73,531
 Price range for this vehicle in Excellent condition","6



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 47,"₹2,35,368 - ₹2,49,927
 Price range for this vehicle in Fair condition","₹2,41,403 - ₹2,56,335
 Price range for this vehicle in Good condition","₹2,47,438 - ₹2,62,744
 Price range for this vehicle in Very Good condition","₹2,53,473 - ₹2,69,152
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
TN 55,"₹6,39,535 - ₹6,79,093
 Price range for this vehicle in Fair condition","₹6,55,933 - ₹6,96,506
 Price range for this vehicle in Good condition","₹6,72,331 - ₹7,13,918
 Price range for this vehicle in Very Good condition","₹6,88,729 - ₹7,31,331
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 47,"₹3,74,812 - ₹3,97,996
 Price range for this vehicle in Fair condition","₹3,84,423 - ₹4,08,202
 Price range for this vehicle in Good condition","₹3,94,033 - ₹4,18,407
 Price range for this vehicle in Very Good condition","₹4,03,644 - ₹4,28,612
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 04,"₹3,76,579 - ₹3,99,872
 Price range for this vehicle in Fair condition","₹3,86,234 - ₹4,10,125
 Price range for this vehicle in Good condition","₹3,95,890 - ₹4,20,379
 Price range for this vehicle in Very Good condition","₹4,05,546 - ₹4,30,632
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 03,"₹10,82,837 - ₹11,49,816
 Price range for this vehicle in Fair condition","₹11,10,602 - ₹11,79,299
 Price range for this vehicle in Good condition","₹11,38,367 - ₹12,08,781
 Price range for this vehicle in Very Good condition","₹11,66,132 - ₹12,38,264
 Price range for this vehicle in Excellent condition","3.2



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
UP 32,"₹6,59,412 - ₹7,00,201
 Price range for this vehicle in Fair condition","₹6,76,320 - ₹7,18,154
 Price range for this vehicle in Good condition","₹6,93,229 - ₹7,36,108
 Price range for this vehicle in Very Good condition","₹7,10,136 - ₹7,54,062
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 01,"₹3,21,651 - ₹3,41,547
 Price range for this vehicle in Fair condition","₹3,29,899 - ₹3,50,305
 Price range for this vehicle in Good condition","₹3,38,146 - ₹3,59,062
 Price range for this vehicle in Very Good condition","₹3,46,394 - ₹3,67,820
 Price range for this vehicle in Excellent condition","5



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 01,"₹3,14,919 - ₹3,34,398
 Price range for this vehicle in Fair condition","₹3,22,994 - ₹3,42,973
 Price range for this vehicle in Good condition","₹3,31,068 - ₹3,51,547
 Price range for this vehicle in Very Good condition","₹3,39,143 - ₹3,60,121
 Price range for this vehicle in Excellent condition","5



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹2,05,902 - ₹2,18,638
 Price range for this vehicle in Fair condition","₹2,11,181 - ₹2,24,244
 Price range for this vehicle in Good condition","₹2,16,461 - ₹2,29,850
 Price range for this vehicle in Very Good condition","₹2,21,740 - ₹2,35,456
 Price range for this vehicle in Excellent condition","5



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 06,"₹7,22,029 - ₹7,66,691
 Price range for this vehicle in Fair condition","₹7,40,543 - ₹7,86,350
 Price range for this vehicle in Good condition","₹7,59,056 - ₹8,06,009
 Price range for this vehicle in Very Good condition","₹7,77,571 - ₹8,25,668
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 01,"₹10,35,810 - ₹10,99,881
 Price range for this vehicle in Fair condition","₹10,62,369 - ₹11,28,083
 Price range for this vehicle in Good condition","₹10,88,929 - ₹11,56,285
 Price range for this vehicle in Very Good condition","₹11,15,488 - ₹11,84,487
 Price range for this vehicle in Excellent condition","7.3



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 12,"₹4,13,375 - ₹4,38,944
 Price range for this vehicle in Fair condition","₹4,23,974 - ₹4,50,199
 Price range for this vehicle in Good condition","₹4,34,574 - ₹4,61,454
 Price range for this vehicle in Very Good condition","₹4,45,173 - ₹4,72,709
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 43,"₹5,95,145 - ₹6,31,958
 Price range for this vehicle in Fair condition","₹6,10,405 - ₹6,48,162
 Price range for this vehicle in Good condition","₹6,25,665 - ₹6,64,367
 Price range for this vehicle in Very Good condition","₹6,40,925 - ₹6,80,570
 Price range for this vehicle in Excellent condition","3.2



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹1,72,737 - ₹1,83,421
 Price range for this vehicle in Fair condition","₹1,77,166 - ₹1,88,125
 Price range for this vehicle in Good condition","₹1,81,595 - ₹1,92,828
 Price range for this vehicle in Very Good condition","₹1,86,025 - ₹1,97,531
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹5,76,703 - ₹6,12,376
 Price range for this vehicle in Fair condition","₹5,91,491 - ₹6,28,078
 Price range for this vehicle in Good condition","₹6,06,278 - ₹6,43,780
 Price range for this vehicle in Very Good condition","₹6,21,065 - ₹6,59,482
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹4,80,263 - ₹5,09,969
 Price range for this vehicle in Fair condition","₹4,92,577 - ₹5,23,046
 Price range for this vehicle in Good condition","₹5,04,891 - ₹5,36,122
 Price range for this vehicle in Very Good condition","₹5,17,205 - ₹5,49,198
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 04,"₹3,16,618 - ₹3,36,203
 Price range for this vehicle in Fair condition","₹3,24,737 - ₹3,44,824
 Price range for this vehicle in Good condition","₹3,32,855 - ₹3,53,445
 Price range for this vehicle in Very Good condition","₹3,40,974 - ₹3,62,065
 Price range for this vehicle in Excellent condition","7.5



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 43,"₹7,23,551 - ₹7,68,306
 Price range for this vehicle in Fair condition","₹7,42,103 - ₹7,88,006
 Price range for this vehicle in Good condition","₹7,60,655 - ₹8,07,706
 Price range for this vehicle in Very Good condition","₹7,79,209 - ₹8,27,406
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
AP 07,"₹2,61,811 - ₹2,78,006
 Price range for this vehicle in Fair condition","₹2,68,524 - ₹2,85,134
 Price range for this vehicle in Good condition","₹2,75,237 - ₹2,92,262
 Price range for this vehicle in Very Good condition","₹2,81,950 - ₹2,99,390
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹12,06,807 - ₹12,81,455
 Price range for this vehicle in Fair condition","₹12,37,751 - ₹13,14,313
 Price range for this vehicle in Good condition","₹12,68,695 - ₹13,47,171
 Price range for this vehicle in Very Good condition","₹12,99,639 - ₹13,80,029
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
RJ 19,"₹4,33,719 - ₹4,60,546
 Price range for this vehicle in Fair condition","₹4,44,839 - ₹4,72,355
 Price range for this vehicle in Good condition","₹4,55,960 - ₹4,84,164
 Price range for this vehicle in Very Good condition","₹4,67,082 - ₹4,95,974
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 43,"₹8,37,315 - ₹8,89,107
 Price range for this vehicle in Fair condition","₹8,58,784 - ₹9,11,905
 Price range for this vehicle in Good condition","₹8,80,254 - ₹9,34,703
 Price range for this vehicle in Very Good condition","₹9,01,723 - ₹9,57,501
 Price range for this vehicle in Excellent condition","3.6



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
